City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,manggar,100,ID,1577132795,80,-2.88,108.27,81.97,11.65
375,labuhan,100,ID,1577132795,91,-2.54,115.51,73.74,0.94
376,west lafayette,1,US,1577132585,54,40.43,-86.91,55.99,9.17
377,beloha,68,MG,1577132795,63,-25.17,45.06,78.66,12.57
378,guaira,0,BR,1577132795,61,-24.09,-54.26,74.34,5.48
379,pangai,75,TO,1577132795,83,-19.8,-174.35,82.4,5.82
380,omealca,24,MX,1577132795,80,18.75,-96.79,58.17,4.97
381,santa maria,75,BR,1577132795,93,-16.02,-48.01,72.0,27.51
382,russell,1,US,1577132795,46,38.9,-98.86,59.0,12.75
383,nouadhibou,0,MR,1577132795,37,20.93,-17.03,71.6,9.17
384,thompson,90,CA,1577132693,85,55.74,-97.86,14.0,2.06
385,kindu,100,CD,1577132795,97,-2.95,25.92,69.87,1.05
386,copiapo,0,CL,1577132741,56,-27.37,-70.33,69.8,12.75
387,nuuk,0,GL,1577132795,85,64.17,-51.74,21.2,6.93
388,taoudenni,50,ML,1577132795,19,22.68,-3.98,68.49,9.44
389,jamsa,90,FI,1577132796,97,61.86,25.19,35.01,2.24
390,ranong,100,TH,1577132746,84,9.96,98.62,75.88,6.29
391,spirit river,20,CA,1577132796,84,55.78,-118.84,25.0,5.82
392,rabat,40,MA,1577132796,93,34.02,-6.83,59.0,2.24
393,faya,20,SA,1577132796,67,18.39,42.45,59.0,3.36
394,bougouni,12,ML,1577132796,14,11.42,-7.49,74.88,4.7
395,seidu,0,NG,1577132796,13,8.32,4.47,79.52,3.58
396,nichinan,0,JP,1577132796,75,31.65,131.31,44.01,5.01
397,khorramshahr,0,IR,1577132796,93,30.43,48.18,53.6,5.53
398,lompoc,90,US,1577132671,87,34.64,-120.46,57.99,8.05
399,bjerkvik,75,NO,1577132796,92,68.55,17.56,34.0,9.17
400,bafilo,0,TG,1577132796,13,9.35,1.24,75.09,4.45
401,hvide sande,7,DK,1577132796,93,56.01,8.13,44.6,5.82
402,saint john,90,CA,1577132594,86,45.28,-66.06,35.01,4.7
403,paamiut,100,GL,1577132796,72,61.99,-49.67,26.73,5.95
404,westport,1,US,1577132796,57,41.14,-73.36,53.6,12.75
405,espanola,32,CA,1577132797,80,46.27,-81.77,39.99,8.21
406,bose,0,IT,1577132797,34,45.46,8.01,51.8,6.93
407,acapulco,5,MX,1577132793,70,16.86,-99.88,86.0,6.93
408,sikonge,75,TZ,1577132797,94,-5.63,32.75,68.0,5.82
409,noumea,100,NC,1577132797,64,-22.28,166.46,78.01,1.12
410,vanavara,74,RU,1577132797,97,60.35,102.28,-14.01,3.22
411,novellara,0,IT,1577132797,71,44.84,10.73,53.6,13.87
412,lorengau,17,PG,1577132797,76,-2.02,147.27,83.61,8.72
413,belmonte,100,PT,1577132797,87,40.36,-7.35,48.0,3.11
414,dingle,100,PH,1577132797,88,11.0,122.67,70.74,7.9
415,ternate,20,PH,1577132797,83,14.29,120.72,77.0,2.24
416,maragheh,76,IR,1577132798,37,37.39,46.24,38.82,9.22
417,awjilah,0,LY,1577132798,53,29.14,21.3,58.33,11.5
418,benjamin constant,40,BR,1577132798,79,-4.38,-70.03,84.2,3.36
419,abu kamal,0,SY,1577132798,34,34.45,40.92,53.47,11.79
420,huntsville,90,US,1577132502,82,34.73,-86.59,62.6,12.75
421,pierre,1,US,1577132798,86,44.37,-100.35,34.0,11.41
422,rabo de peixe,75,PT,1577132798,72,37.8,-25.58,60.8,4.7
423,oktyabrskiy,90,RU,1577132798,93,55.61,37.97,45.0,4.47
424,nieuw nickerie,100,SR,1577132798,85,5.94,-56.99,79.79,18.01
425,bhatkal,100,IN,1577132798,59,13.97,74.57,79.5,7.47
426,yelets,100,RU,1577132798,85,52.61,38.49,39.24,13.47
427,aripuana,69,BR,1577132798,95,-9.17,-60.63,77.38,4.18
428,pukhrayan,54,IN,1577132798,49,26.23,79.84,55.63,5.97
429,dunedin,100,NZ,1577132601,97,-45.87,170.5,52.0,1.99
430,blackwater,86,GB,1577132798,81,51.33,-0.78,48.2,9.17
431,salalah,38,OM,1577132799,30,17.01,54.1,69.8,6.93
432,tanout,0,NE,1577132799,10,14.97,8.88,65.26,13.4
433,namibe,100,AO,1577132799,85,-15.19,12.15,72.99,7.67
434,luba,76,PH,1577132799,73,17.32,120.7,68.95,4.32
435,ilulissat,20,GL,1577132799,65,69.22,-51.1,3.2,2.24
436,arenapolis,84,BR,1577132799,70,-14.45,-56.85,85.12,1.59
437,souillac,100,FR,1577132799,93,45.6,-0.6,51.8,12.75
438,alofi,40,NU,1577132799,83,-19.06,-169.92,82.4,5.82
439,frontera,90,MX,1577132799,83,18.53,-92.64,73.4,6.42
440,belaya kholunitsa,100,RU,1577132799,98,58.84,50.85,33.62,8.57
441,ambanja,100,MG,1577132799,78,-13.68,48.45,79.47,2.62
442,san rafael del sur,40,NI,1577132799,41,11.85,-86.44,93.2,23.04
443,norman,1,US,1577132799,41,35.22,-97.44,64.0,9.17
444,aleksandrov gay,0,RU,1577132799,61,50.14,48.57,26.92,13.53
445,mazatlan,5,MX,1577132659,35,23.22,-106.42,86.0,6.93
446,puerto penasco,100,MX,1577132800,84,31.32,-113.53,64.99,11.99
447,narsaq,75,GL,1577132800,42,60.91,-46.05,28.4,5.82
448,saint george,20,GR,1577132800,76,39.45,22.34,50.0,4.7
449,okhotsk,100,RU,1577132800,83,59.36,143.24,-16.69,16.87
450,srandakan,100,ID,1577132800,87,-7.94,110.25,75.29,1.79
451,chapais,90,CA,1577132800,85,49.78,-74.86,24.8,18.34
452,bilma,0,NE,1577132800,10,18.69,12.92,62.04,6.8
453,maba,99,CN,1577132800,95,24.68,113.59,54.57,3.65
454,jinxiang,4,CN,1577132800,76,35.07,116.31,32.5,5.61
455,aksarka,38,RU,1577132800,91,66.56,67.8,-12.05,4.14
456,vestmanna,5,FO,1577132800,93,62.16,-7.17,39.2,5.61
457,grimshaw,20,CA,1577132800,84,56.19,-117.61,25.0,8.05
458,san vicente,58,EC,1577132801,66,-0.59,-80.41,87.8,10.29
459,buchanan,20,LR,1577132801,94,5.88,-10.05,80.6,3.4
460,katherine,45,AU,1577132801,62,-14.47,132.26,86.0,6.93
461,fomboni,0,KM,1577132801,71,-12.28,43.74,84.49,7.76
462,marsala,20,IT,1577132801,72,37.8,12.44,60.01,29.97
463,bellevue,90,DE,1577132670,100,50.05,10.19,43.0,13.87
464,constitucion,5,MX,1577132801,22,23.99,-104.67,68.0,6.93
465,muros,75,ES,1577132801,100,42.77,-9.06,63.0,13.87
466,zihuatanejo,5,MX,1577132801,59,17.64,-101.55,91.4,10.29
467,terrace,90,CA,1577132801,92,54.52,-128.61,30.2,6.93
468,marsabit,0,KE,1577132801,52,2.34,37.99,78.48,13.09
469,saint-francois,90,FR,1577132801,75,46.42,3.91,44.6,4.7
470,severo-kurilsk,100,RU,1577132802,94,50.68,156.12,20.44,8.88
471,okha,100,RU,1577132802,93,53.59,142.95,-8.93,17.54
472,cayambe,75,EC,1577132802,52,0.04,-78.14,69.8,13.87
473,kalmunai,2,LK,1577132802,78,7.42,81.82,81.54,9.33
474,cao bang,100,VN,1577132802,94,22.67,106.25,57.63,2.13
475,ahipara,18,NZ,1577132802,98,-35.17,173.16,71.01,1.01
476,kutum,50,SD,1577132802,20,14.2,24.66,61.02,4.74
477,sampit,86,ID,1577132802,97,-2.54,112.95,74.1,1.39
478,hajiganj,63,BD,1577132802,56,23.25,90.85,59.47,7.34
479,bulawayo,49,ZW,1577132802,54,-20.16,28.59,72.12,13.44
480,gimbi,0,ET,1577132802,81,8.81,37.79,51.94,5.03
481,renfrew,97,CA,1577132802,83,45.47,-76.68,43.0,5.01
482,edd,2,ER,1577132802,62,13.93,41.69,76.89,2.37
483,umkomaas,30,ZA,1577132803,92,-30.21,30.8,75.99,14.79
484,fort nelson,20,CA,1577132803,69,58.81,-122.69,-7.6,3.36
485,krasnyy chikoy,100,RU,1577132803,96,50.36,108.75,-6.56,3.91
486,atar,0,MR,1577132803,13,20.52,-13.05,72.9,9.64
487,pinheiro,100,BR,1577132803,71,-2.53,-45.09,81.59,4.76
488,wuda,62,CN,1577132803,69,39.5,106.72,19.8,12.48
489,suez,0,EG,1577132803,46,29.97,32.54,57.16,5.79
490,yumen,68,CN,1577132803,77,40.29,97.04,13.3,3.24
491,plastun,0,RU,1577132803,81,44.76,136.29,-3.14,6.06
492,santa cruz,9,BR,1577132803,59,-6.22,-36.02,80.67,10.6
493,sola,100,TZ,1577132803,83,-3.17,33.8,67.84,4.23
494,teguise,100,ES,1577132803,72,29.06,-13.56,66.2,4.7
495,talcahuano,20,CL,1577132803,68,-36.72,-73.12,69.8,18.34
496,manoel urbano,71,BR,1577132803,93,-8.84,-69.26,80.74,2.73
497,encruzilhada,0,BR,1577132804,62,-15.53,-40.91,74.7,8.03
498,sawtell,75,AU,1577132804,88,-30.38,153.1,73.4,6.93
499,cotonou,0,BJ,1577132804,70,6.37,2.43,84.2,5.82
500,imeni stepana razina,99,RU,1577132804,78,54.89,44.3,29.82,15.35
501,kieta,100,PG,1577132804,77,-6.22,155.63,81.93,6.2
502,nizwa,19,OM,1577132804,58,22.93,57.53,58.21,1.41
503,birjand,0,IR,1577132715,48,32.86,59.22,32.0,6.93
504,cabo san lucas,20,MX,1577132659,64,22.89,-109.91,81.0,2.24
505,tocopilla,0,CL,1577132804,27,-22.09,-70.2,72.61,9.62
506,pinheiro machado,0,BR,1577132804,33,-31.58,-53.38,75.0,8.99
507,sokolo,0,ML,1577132804,11,14.74,-6.12,75.92,10.65
508,teguldet,40,RU,1577132804,93,57.31,88.17,9.84,7.99
509,tsurugi,20,JP,1577132804,87,33.97,134.05,44.6,9.17
510,rudnogorsk,0,RU,1577132804,92,57.27,103.75,-15.21,1.32
511,san-pedro,0,CI,1577132804,81,4.75,-6.64,82.6,12.17
512,ust-omchug,100,RU,1577132804,93,61.13,149.63,-23.01,6.91
513,kathu,0,ZA,1577132805,48,-27.7,23.05,78.01,8.01
514,plettenberg bay,3,ZA,1577132805,86,-34.05,23.37,65.01,6.24
515,uvalde,1,US,1577132742,18,29.21,-99.79,75.0,4.7
516,librazhd,37,AL,1577132805,87,41.18,20.32,44.6,2.24
517,poum,40,MK,1577132805,86,41.28,20.71,37.4,2.95
518,katangli,72,RU,1577132805,90,51.71,143.23,-16.22,5.84
519,erdemli,100,TR,1577132805,73,36.61,34.31,64.56,30.44
520,walvis bay,0,NA,1577132682,77,-22.95,14.51,62.6,3.36
521,coihaique,40,CL,1577132784,58,-45.58,-72.07,57.2,10.29
522,huittinen,90,FI,1577132805,100,61.18,22.7,36.0,4.7
523,yuanping,0,CN,1577132805,85,38.72,112.71,16.86,1.36
524,yaan,33,NG,1577132805,14,7.38,8.57,78.85,4.63
525,tungor,100,RU,1577132805,93,53.39,142.95,-8.93,17.54
526,sisimiut,2,GL,1577132806,73,66.94,-53.67,6.57,6.87
527,ocampo,47,MX,1577132806,23,27.32,-102.4,62.64,5.46
528,bocas del toro,4,PA,1577132806,64,9.33,-82.25,73.99,5.01
529,calama,0,CL,1577132806,8,-22.46,-68.93,78.8,24.16
530,banff,80,CA,1577132599,84,51.18,-115.57,28.99,1.01
531,dabat,18,ET,1577132806,40,12.98,37.77,56.21,7.67
532,vasilyevskiy mokh,100,RU,1577132806,96,57.01,35.92,42.82,5.68
533,luena,97,AO,1577132806,95,-11.78,19.91,63.95,1.77
534,angoche,32,MZ,1577132806,81,-16.23,39.91,79.2,2.24
535,funtua,0,NG,1577132806,17,11.52,7.31,63.03,6.17
536,soyo,20,AO,1577132806,83,-6.13,12.37,82.4,6.93
537,sungaipenuh,100,ID,1577132806,99,-2.08,101.38,64.36,1.77
538,nemuro,21,JP,1577132806,62,43.32,145.57,27.36,21.74
539,jalu,0,LY,1577132806,53,29.03,21.55,58.33,11.5
540,chlum u trebone,100,CZ,1577132807,76,48.96,14.93,44.01,15.99
541,kununurra,36,AU,1577132807,83,-15.77,128.74,78.8,1.12
542,kendari,100,ID,1577132807,93,-3.99,122.52,74.32,3.2
543,weiser,20,US,1577132807,65,44.25,-116.97,48.0,3.62
544,praxedis guerrero,75,MX,1577132807,26,31.37,-106.02,57.0,5.53
545,ust-maya,100,RU,1577132807,98,60.42,134.54,-35.9,1.3
546,show low,1,US,1577132807,21,34.25,-110.03,54.0,11.41
547,gigmoto,100,PH,1577132807,80,13.78,124.39,81.28,20.74
548,sanguem,40,IN,1577132807,83,15.23,74.14,78.8,4.7
549,bismarck,1,US,1577132807,92,46.81,-100.78,26.01,10.29
550,rohnert park,1,US,1577132807,87,38.34,-122.7,55.99,3.36
551,kajaani,90,FI,1577132807,98,64.22,27.73,32.0,4.7
552,takoradi,0,GH,1577132808,82,4.89,-1.75,82.49,6.82
553,ewa beach,90,US,1577132589,74,21.32,-158.01,82.4,11.41
554,baruun-urt,100,MN,1577132808,87,46.68,113.28,3.97,1.25
555,garmsar,0,IR,1577132808,49,35.22,52.34,46.53,2.8
556,windhoek,100,NA,1577132808,88,-22.57,17.08,68.0,2.24
557,yerbogachen,100,RU,1577132808,99,61.28,108.01,-25.06,4.03
558,akdepe,0,TM,1577132808,79,42.05,59.39,24.8,13.87
559,tecoanapa,5,MX,1577132808,70,16.99,-99.26,86.0,6.93
560,zarautz,75,ES,1577132808,63,43.28,-2.17,60.8,8.05
561,mabaruma,100,GY,1577132808,96,8.2,-59.78,78.17,3.51
562,harnosand,90,SE,1577132808,100,62.63,17.94,32.0,3.36
563,chateaubelair,40,VC,1577132809,78,13.28,-61.25,84.2,17.22
564,nouakchott,0,MR,1577132809,27,18.08,-15.98,77.0,8.05
565,grand gaube,75,MU,1577132809,74,-20.01,57.66,80.6,13.87
566,hamilton,40,CA,1577132674,65,43.26,-79.87,48.2,12.75
567,ewo,57,CG,1577132809,72,-0.88,14.81,76.19,2.89
568,alim,1,CF,1577132809,29,6.02,14.65,69.51,6.24
569,coffs harbour,75,AU,1577132809,88,-30.3,153.13,73.4,6.93
570,jammal,40,TN,1577132557,55,35.62,10.76,60.8,16.11
571,bajil,66,ES,1577132809,72,38.23,-2.07,46.4,2.26
572,abha,20,SA,1577132809,67,18.22,42.5,59.0,3.36
573,pokrovsk,100,RU,1577132809,97,61.48,129.14,-27.69,5.1
574,luocheng,75,CN,1577132809,93,28.29,114.55,41.86,2.91
575,anloga,20,GH,1577132810,62,5.79,0.9,86.0,4.7
576,tarnogskiy gorodok,100,RU,1577132810,97,60.5,43.58,34.23,6.22
577,springbok,0,ZA,1577132810,44,-29.67,17.88,57.09,3.15
578,dong hoi,12,VN,1577132810,94,17.48,106.6,66.67,2.04
579,petrov val,48,RU,1577132810,70,50.14,45.21,28.04,16.35
580,malaya serdoba,24,RU,1577132810,77,52.47,44.96,24.87,14.38
581,selizharovo,99,RU,1577132810,95,56.86,33.45,42.17,5.59
582,saint-pierre,90,FR,1577132810,93,48.95,4.24,46.99,8.05
583,pochutla,40,MX,1577132810,48,15.74,-96.47,90.0,9.17
584,gamba,0,CN,1577132810,43,28.28,88.52,11.17,1.34
585,chara,75,GR,1577132810,81,39.42,22.43,50.0,4.7
586,kosa,93,JP,1577132811,100,32.67,130.82,42.01,3.0
587,longido,16,TZ,1577132811,91,-2.73,36.7,62.58,5.21
588,nampula,20,MZ,1577132811,94,-15.12,39.26,75.2,5.82
589,maniitsoq,0,GL,1577132811,50,65.42,-52.9,18.54,5.7
590,pemba,20,MZ,1577132811,88,-12.97,40.52,82.4,4.7
591,mangochi,100,MW,1577132811,91,-14.48,35.26,68.31,3.06
592,janesville,1,US,1577132811,70,42.68,-89.02,48.99,2.55
593,mahibadhoo,100,MV,1577132811,86,3.78,72.97,77.18,8.68
594,zonguldak,100,TR,1577132811,84,41.25,31.83,42.6,5.14
595,kahului,20,US,1577132811,61,20.89,-156.47,78.8,8.05
596,chuchkovo,100,RU,1577132811,88,54.27,41.45,34.81,12.46
597,malibu,75,MX,1577132811,53,16.77,-93.16,77.0,14.99
598,thunder bay,75,CA,1577132769,58,48.41,-89.26,30.99,5.82
599,vryburg,0,ZA,1577132812,44,-26.96,24.73,73.9,10.07
600,yantal,0,RU,1577132812,89,56.85,105.25,-16.56,1.77
601,sicuani,100,PE,1577132812,62,-14.27,-71.23,48.25,4.23
602,saint anthony,90,US,1577132812,51,43.97,-111.68,39.99,1.95
603,biak,100,ID,1577132812,69,-0.91,122.88,82.76,6.98
604,pontianak,25,ID,1577132812,98,-0.02,109.34,73.54,1.74
605,savonlinna,90,FI,1577132812,100,61.87,28.88,33.8,1.12
606,lahaina,20,US,1577132812,57,20.87,-156.68,78.8,4.7
607,kubachi,78,RU,1577132812,34,42.09,47.6,36.12,12.75
608,buarcos,40,PT,1577132812,87,40.16,-8.88,57.99,8.05
609,basse,75,DE,1577132812,87,52.55,9.51,46.4,13.87
610,hay river,75,CA,1577132812,84,60.82,-115.79,6.8,5.82
611,lensk,81,RU,1577132812,99,60.71,114.91,-25.67,4.23
612,harper,1,US,1577132813,11,30.3,-99.24,77.0,6.49
613,sobolevo,100,RU,1577132813,98,54.43,31.9,45.03,5.46
614,gornyy,0,RU,1577132813,71,51.76,48.54,23.04,9.53
615,gavle,61,SE,1577132688,95,60.67,17.14,30.99,2.53
616,banes,75,CU,1577132813,62,20.96,-75.72,84.2,8.05
617,kot radha kishan,40,PK,1577132813,81,31.17,74.1,46.4,0.87
618,komatipoort,100,MZ,1577132813,83,-25.43,31.96,75.2,2.24
619,cukai,15,MY,1577132813,94,4.25,103.42,77.0,1.12
620,kirovskiy,29,RU,1577132813,95,45.09,133.51,-11.67,0.72
621,maningrida,57,AU,1577132813,81,-12.05,134.23,79.61,2.62
622,nukus,0,UZ,1577132813,92,42.46,59.61,17.6,6.93
623,caravelas,58,BR,1577132813,79,-17.73,-39.27,76.06,11.86
624,chatellerault,90,FR,1577132716,100,46.8,0.53,48.99,11.41
625,stuttgart,75,DE,1577132549,87,48.78,9.18,46.99,4.7
626,carutapera,17,BR,1577132814,76,-1.2,-46.02,82.76,19.8
627,quatre cocos,75,MU,1577132814,74,-20.21,57.76,80.6,13.87
628,verkhnyaya inta,100,RU,1577132814,100,65.99,60.32,-9.96,2.98
629,taranagar,6,IN,1577132814,33,28.67,75.04,54.59,4.61
630,bom jesus,3,BR,1577132814,32,-9.08,-44.36,90.07,5.88
631,polovinnoye,100,RU,1577132814,92,54.79,65.99,24.13,14.41
632,tarauaca,82,BR,1577132814,90,-8.16,-70.77,79.65,3.6
633,muroto,97,JP,1577132814,78,33.37,134.14,41.14,5.23
634,awbari,0,LY,1577132814,32,26.59,12.77,59.32,6.8
635,coxim,65,BR,1577132814,82,-18.5,-54.75,81.03,6.04
636,samarai,24,PG,1577132814,86,-10.62,150.67,78.33,2.98
637,azare,0,NG,1577132814,14,11.67,10.19,66.51,8.19
638,plouzane,100,FR,1577132815,100,48.38,-4.62,55.4,16.11
639,mincivan,99,AZ,1577132815,34,39.03,46.72,43.88,10.33
640,aklavik,75,CA,1577132815,74,68.22,-135.01,-22.0,3.36
641,owerri,61,NG,1577132815,69,5.49,7.03,75.2,4.65
642,vaasa,90,FI,1577132815,88,63.1,21.62,33.8,4.7
643,menongue,19,AO,1577132815,89,-14.66,17.68,63.37,4.21
644,thayetmyo,0,MM,1577132815,62,19.32,95.18,60.6,2.17
645,manta,100,RO,1577132815,87,45.1,24.1,40.75,1.28
646,gondanglegi,100,ID,1577132815,88,-7.75,112.01,75.47,0.85
647,killarney,86,AU,1577132815,93,-28.34,152.3,66.0,1.01
648,panaba,83,MX,1577132815,57,21.28,-88.27,72.93,10.51
649,tsumeb,64,NA,1577132815,64,-19.25,17.72,73.72,1.92
650,farap,13,TM,1577132815,69,39.18,63.61,33.8,11.41
651,tornio,90,FI,1577132815,100,61.12,27.27,36.0,3.36
652,marsh harbour,100,BS,1577132785,85,26.54,-77.06,74.44,11.86
653,donskoye,40,RU,1577132816,93,45.45,41.98,37.4,15.66
654,misratah,0,LY,1577132816,59,32.38,15.09,64.45,33.26
655,avera,90,US,1577132816,100,33.19,-82.53,59.0,12.75
656,ouidah,0,BJ,1577132816,70,6.37,2.09,84.2,5.82
657,chenzhou,98,CN,1577132816,92,25.81,113.03,46.85,3.4
658,palmer,0,AU,1577132816,87,-34.85,139.16,66.99,5.82
659,tacuati,0,PY,1577132816,34,-23.46,-56.74,85.35,3.53
